Date,Title,Link,Post ID,Posted Date
01.12.2024,مراسل سانا في حمص: الدفاعات الجوية تتصدى لعدد من المسيرات ال في سماء حمص,https://syria.liveuamap.com/ar/2024/2-december-16-sana-correspondent-in-homs-air-defenses-confront,22717598,4 الشهر منذ
01.12.2024,غارات مكثفة متتالية من الطيران الحربي السوري والروسي تقصف محور معارك كوكب بريف حماة الشمالي,https://syria.liveuamap.com/ar/2024/2-december-15-intensive-successive-raids-by-the-syrianrussian,22717658,4 الشهر منذ
01.12.2024,الرئيس التركي: نأمل في التوصل إلى اتفاق وحل مشكلة عدم الاستقرار في سوريا,https://syria.liveuamap.com/ar/2024/2-december-15-turkish-president-we-hope-to-reach-an-agreement,22717591,4 الشهر منذ
01.12.2024,مصادر الحدث: سماع دوي انفجارات في مدينة حمص السورية,https://syria.liveuamap.com/ar/2024/2-december-15-explosions-heard-in-the-syrian-city-of-homs,22717587,4 الشهر منذ
01.12.2024,إدارة العمليات العسكرية تسيطر على مدينة صوران شمال حماة   ردع_العدوان,https://syria.liveuamap.com/ar/2024/2-december-15-rebels-have-announced-control-over-the-city,22717583,4 الشهر منذ
01.12.2024,سوريا ردع_العدوان • إدارة العمليات العسكرية تسيطر على بلدة قلعة المضيق شمال حماة,https://syria.liveuamap.com/ar/2024/2-december-15-rebels-have-taken-control-of-the-town-of-qalaat,22717582,4 الشهر منذ
01.12.2024,مجلس الأمن الدولي يعقد اجتماعا طارئا بشأن سوريا الثلاثاء: مصادر دبلوماسية,https://syria.liveuamap.com/ar/2024/2-december-15-un-security-council-to-hold-emergency-meeting,22717577,4 الشهر منذ
01.12.2024,طائرات حربية تنفذ غارات جوية على بلدتي المغير وكرناز بريف حماة بعد سيطرت عليها المعارضة,https://syria.liveuamap.com/ar/2024/2-december-14-warplanes-carry-out-airstrikes-on-almughair,22717571,4 الشهر منذ
01.12.2024,نفذ الجيش التركي قصفاً مدفعياً على قرى بريف تل تمر، كما نفذ الجيش الوطني السوري بقيادة تركيا قصفاً مدفعياً على ريف منبج الشمالي الغربي.,https://syria.liveuamap.com/ar/2024/2-december-14-the-turkish-military-carried-out-artillery,22717560,4 الشهر منذ
01.12.2024,وزير الخارجية المصري: نجري اتصالات مكثفة لاحتواء الموقف في سوريا,https://syria.liveuamap.com/ar/2024/2-december-14-egyptian-foreign-minister-we-are-conducting,22717561,4 الشهر منذ
01.12.2024,تم القبض على طائرة L-39 ليبية سابقة في قاعدة النيرب الجوية,https://syria.liveuamap.com/ar/2024/2-december-14-former-libyan-l39-was-captured-at-the-neyrab,22717548,4 الشهر منذ
01.12.2024,ضمن معركة ردع العدوان.. فصائل المعارضة السورية تسيطر على قرية المبطن بريف حماة الشمالي الشرقي,https://syria.liveuamap.com/ar/2024/2-december-14-syrian-opposition-factions-control-the-village,22717553,4 الشهر منذ
01.12.2024,مراسل التلفزيون العربي: طائرات حربية للنظام السوري تشن غارات على قرية أبو الظهور في ريف إدلب الجنوبيردع_العدوان سوريا,https://syria.liveuamap.com/ar/2024/2-december-13-warplanes-launch-raids-on-abu-alduhur-village,22717567,4 الشهر منذ
01.12.2024,بيان هام من قيادة غرفة عمليات فجر_الحرية للراغبين في الانشقاق عن النظام السوري وتأمين خروجهم,https://syria.liveuamap.com/ar/2024/2-december-13-statement-from-the-leadership-of-the-fajr-alhurriya,22717570,4 الشهر منذ
01.12.2024,"بوتين ووزير الخارجية الإيراني يؤكدان في مكالمة هاتفية على ""الدعم غير المشروط"" لإجراءات القوات الموالية للأسد لاستعادة النظام الدستوري وسلامة الأراضي كما تم التأكيد على أهمية ""صيغة أستانا"" بمشاركة تركيا",https://syria.liveuamap.com/ar/2024/2-december-13-putin-and-irans-pezeshkian-express-unconditional,22717569,4 الشهر منذ
01.12.2024,سوريا ردع_العدوان • إدارة العمليات العسكرية تسيطر على قرى  المغير والجبين وتل ملح شمال حماة,https://syria.liveuamap.com/ar/2024/2-december-13-rebels-have-controlled-the-villages-of-almughair,22717554,4 الشهر منذ
01.12.2024,إدارة العمليات العسكرية تسيطر على بلدة الجلمة شمال حماة,https://syria.liveuamap.com/ar/2024/2-december-13-rebels-have-taken-control-of-aljalama-town,22717581,4 الشهر منذ
01.12.2024,المعارضة السورية المسلحة: سيطرنا بشكل تام على مطار النيرب العسكري شرق مدينة حلب,https://syria.liveuamap.com/ar/2024/2-december-13-syrian-armed-opposition-we-have-taken-full,22717542,4 الشهر منذ
01.12.2024,نفذت طائرات حربية منذ قليل غارات جوية متزامنة على عدة مستشفيات في مدينة إدلب، ومن بين تلك المستشفيات التي تعرضت للقصف المشفى الوطني والجامعي.,https://syria.liveuamap.com/ar/2024/2-december-12-warplanes-just-carried-out-simultaneous-airstrikes,22717519,4 الشهر منذ
01.12.2024,غارة جوية روسية تستهدف مشفى الجامعة في مدينة إدلب,https://syria.liveuamap.com/ar/2024/2-december-12-russian-airstrike-targets-university-hospital,22717517,4 الشهر منذ
01.12.2024,"عمليات فجر_الحرية تسيطر على قرى جديدة في ريف حلب الشمالي وتغتنم ""سرية مدفعية، وبذلك تتصل مناطق درع_الفرات و غصن_الزيتون ولا يوجد منطقة لقسد.القرى التي تمت السيطرة عليها:الجوبة الشيخ كيفالوحشيةأم العمدتل رحالسد الشهباءفافينالحساميةجيجانتل جيجانحليصةأحرصتل قراح",https://syria.liveuamap.com/ar/2024/2-december-11-operations-fajralhurriya-control-new-villages,22717516,4 الشهر منذ
01.12.2024,"المرصد_السوريبعد سيطرة فصائل ""فجر الحرية"" عليها.. استشهاد 4 مدنيين بينهم طفلان بغارات جوية روسية على بلدتي السفيرة و تل_عرن بريف حلب",https://syria.liveuamap.com/ar/2024/2-december-11-syrian-observatory-after-the-fajr-alhurriya,22717511,4 الشهر منذ
01.12.2024,إدارة العمليات العسكرية تسيطر على قرية قصر أبوسمرة شرق حماة ضمن عملية ردع العدوان,https://syria.liveuamap.com/ar/2024/2-december-11-rebels-announced-controls-over-the-village,22717510,4 الشهر منذ
01.12.2024,- وزير الأشغال اللبناني يعلن إعادة فتح معبر العريضة الحدودي بين لبنان وسورية والذي تم استهدافه بغارة إسرائيلية سابقة,https://lebanon.liveuamap.com/ar/2024/2-december-11-lebanese-minister-of-public-works-announces,22717526,4 الشهر منذ
01.12.2024,إدارة العمليات العسكرية تسيطر على بلدة كرناز شمال حماة,https://syria.liveuamap.com/ar/2024/2-december-11-rebels-have-taken-control-of-karnaz-town-north,22717503,4 الشهر منذ
01.12.2024,"تركيا تقول إن ""التدخل الأجنبي"" ليس مسؤولا عن الهجوم على سوريا",https://syria.liveuamap.com/ar/2024/2-december-11-turkey-says-foreign-interference-not-to-blame,22717501,4 الشهر منذ
01.12.2024,مسيرات شاهين تستهدف تجمع آليات في اللواء 116 التابع لقوات النظام  شرق مدينة مصياف بريف حماة وتحقق إصابة ة ودقيقة,https://syria.liveuamap.com/ar/2024/2-december-11-shaheen-drones-target-a-gathering-of-vehicles,22717496,4 الشهر منذ
01.12.2024,"الرئاسة الروسية تقول إن روسيا تواصل ""دعم"" رأس النظام بشار الأسد",https://syria.liveuamap.com/ar/2024/2-december-10-russian-presidency-says-russia-continues-to,22717492,4 الشهر منذ
01.12.2024,وزير الخارجية الإيراني: نؤكد دعمنا الكامل لسوريا والوقوف إلى جانب الجيش السوري,https://syria.liveuamap.com/ar/2024/2-december-10-iranian-foreign-minister-we-confirm-our-full,22717479,4 الشهر منذ
01.12.2024,وزير الخارجية التركي: بحثت ونظيري الإيراني التطورات في سوريا,https://syria.liveuamap.com/ar/2024/2-december-10-turkish-foreign-minister-i-discussed-with-my,22717474,4 الشهر منذ
01.12.2024,وزير الخارجية الإيراني: المنظمات في سوريا تنسق مع إسرائيل وأميركا,https://syria.liveuamap.com/ar/2024/2-december-10-iranian-foreign-minister-at-pressconference,22717476,4 الشهر منذ
01.12.2024,"""اتفقت مع نظيري الإيراني على تعزيز التعاون ضد المنظمات الإرهابية، بما في ذلك حزب العمال الكردستاني""، - وزير الخارجية التركي هاكان فيدان في المؤتمر الصحفي مع وزير الخارجية الإيراني في أنقرة",https://syria.liveuamap.com/ar/2024/2-december-10-i-agreed-with-my-iranian-counterpart-to-enhance,22717475,4 الشهر منذ
01.12.2024,وزير الخارجية التركي: ندعم وحدة الأراضي السورية,https://syria.liveuamap.com/ar/2024/2-december-10-turkish-foreign-minister-we-support-the-territorial,22717480,4 الشهر منذ
01.12.2024,الرئاسة السورية: الأسد يبحث مع نظيره الإيراني التطورات الأخيرة,https://syria.liveuamap.com/ar/2024/2-december-10-syrian-presidency-assad-discusses-latest-developments,22717470,4 الشهر منذ
01.12.2024,فصائل الثوار تسيطر على كتيبة الدفاع الجوي في بلدة تل حاصل جنوب حلب ردع_العدوان,https://syria.liveuamap.com/ar/2024/2-december-09-rebel-factions-control-the-air-defense-battalion,22717464,4 الشهر منذ
01.12.2024,مدينة ادلب قبل قليلغارات مكثفة من طيران القوات الاسد,https://syria.liveuamap.com/ar/2024/2-december-09-idlib-city-a-few-moments-ago-intensive-raids,22717456,4 الشهر منذ
01.12.2024,غارة جوية على ساحة بغداد وسط مدينة حلب,https://syria.liveuamap.com/ar/2024/2-december-09-airstrike-on-baghdad-square-in-the-center-of,22717451,4 الشهر منذ
01.12.2024,مراسلتنا: إصابة جندي لبناني في غارة إسرائيلية استهدفت جرافة للجيش في منطقة الهرمل جنوبي لبنان,https://israelpalestine.liveuamap.com/ar/2024/2-december-09-a-lebanese-soldier-was-injured-in-an-israeli,22717449,4 الشهر منذ
01.12.2024,تل رفعت: عشرات الآلاف من الناس ما زالوا ينتظرون فتح ممر، واضطروا لقضاء الليل في الشارع وسط درجات حرارة متجمدة، بلا ماء ولا طعام,https://syria.liveuamap.com/ar/2024/2-december-08-tel-rifat-tens-of-thousands-of-people-are-still,22717443,4 الشهر منذ
01.12.2024,طيران  الروسي يشن غارات جوية بالصواريخ الفراغية على مدينة خان_شيخون بريف إدلب الجنوبي,https://syria.liveuamap.com/ar/2024/2-december-08-aircraft-launch-airstrikes-with-vacuum-missiles,22717446,4 الشهر منذ
01.12.2024,منظمة الخوذ البيضاء: الغارات الجوية الروسية السورية على مدينة إدلب قتلت 3 أشخاص,https://syria.liveuamap.com/ar/2024/2-december-08-white-helmets-russiansyrian-airstrikes-on-idlib,22717441,4 الشهر منذ
01.12.2024,غارات جوية على معرة النعمان جنوب إدلب,https://syria.liveuamap.com/ar/2024/2-december-08-airstrikes-on-maaratalnuman-south-of-idlib,22717448,4 الشهر منذ
01.12.2024,إعلام سوري: غارات جوية تشنها القوات الحكومية السورية على حي السليمانية في مدينة حلب,https://syria.liveuamap.com/ar/2024/2-december-08-warplanes-forces-launch-air-strikes-on-sulaymaniyah,22717447,4 الشهر منذ
01.12.2024,سيطر الثوار على بلدة التح جنوب إدلب,https://syria.liveuamap.com/ar/2024/2-december-08-rebels-have-captured-the-town-of-altah-south,22717627,4 الشهر منذ
01.12.2024,مراسلة الحرة: غارة إسرائيلية على منطقة حوش السيد علي في قضاء الهرمل في البقاع شرقي لبنان,https://israelpalestine.liveuamap.com/ar/2024/2-december-08-israeli-raid-on-the-hawsh-alsayyid-ali-area,22717437,4 الشهر منذ
01.12.2024,استولت على 10 طائرات.. الفصائل تسيطر على  مطار النيرب العسكري بريف حلب,https://syria.liveuamap.com/ar/2024/2-december-08-10-aircraft-seized-factions-control-alnayrab,22717497,4 الشهر منذ
01.12.2024,"مسيرة إسرائيلية أغارت بـ 3 صواريخ على بلدة ""حوش السيد علي"" شمال قضاء الهرمل",https://israelpalestine.liveuamap.com/ar/2024/2-december-08-an-israeli-drone-launched-3-missiles-at-the,22717438,4 الشهر منذ
01.12.2024,"فصائل المعارضة تسيطر على قريتي  ""أحرص"" و""تل قراح "" في ريف حلب ضمن عملية فجر الحرية",https://syria.liveuamap.com/ar/2024/2-december-08-opposition-factions-control-the-villages-of,22717500,4 الشهر منذ
01.12.2024,"دمرت مسيرات شاهين سيارة عسكرية من نوع ""زيل"" ومدفع 130  الأسد في قرية الزغبة بريف حماة",https://syria.liveuamap.com/ar/2024/2-december-08-shahin-drones-destroyed-a-zil-military-vehicle,22717442,4 الشهر منذ
01.12.2024,مراسل التلفزيون العربي: قتلى وجرحى جراء غارات لطائرات النظام على مخيم للنازحين في بلدة حربنوش شمالي إدلبردع_العدوان سوريا,https://syria.liveuamap.com/ar/2024/2-december-07-dead-and-wounded-as-a-result-of-government,22717534,4 الشهر منذ
01.12.2024,حماةnكتائب شاهين للمسيرات تستهدف:n١_سيارة زيل محملة بالقوات الأسد في مدينة حلفاياn٢_ سيارة زيل ثانية  الأسد في بلدة شليوط,https://syria.liveuamap.com/ar/2024/2-december-07-in-hama-shaheen-brigades-have-targeted-with,22717453,4 الشهر منذ
01.12.2024,كتائب شاهين للمسيرات تستهدف بيكآب لقوات النظام بمحيط مدينة صوران شمال حماة,https://syria.liveuamap.com/ar/2024/2-december-07-shaheen-drone-brigades-target-a-pickup-truck,22717440,4 الشهر منذ
01.12.2024,شهداء و جرحى جراء الغارات الجوية من قبل الطيران سيخوي 22 جراء استهداف حي سكني وسط مدينة - إدلب منذ قليل,https://syria.liveuamap.com/ar/2024/2-december-07-casualties-as-a-result-of-airstrikes-by-the,22717435,4 الشهر منذ
01.12.2024,الخارجية الإيرانية:  انعدام الأمن أو انتشار الإرهاب في سوريا لن يقتصر تأثيره على سوريا فقط,https://syria.liveuamap.com/ar/2024/2-december-07-iranian-foreign-ministry-insecurity-or-the,22717433,4 الشهر منذ
01.12.2024,شنت طائرات حربية غارات جوية على أطراف قرية الشيخ بحر وبلدة حربنوش وقرية الفطيرة بريف إدلب الشمالي.,https://syria.liveuamap.com/ar/2024/2-december-07-warplanes-conducted-airstrikes-on-the-outskirts,22717436,4 الشهر منذ
01.12.2024,الطيران الحربي التابع للنظام السوري يشن غارات على الأحياء السكنية لمدينة إدلب وأطراف مدينة معرة مصرين,https://syria.liveuamap.com/ar/2024/2-december-07-warplanes-launch-raids-on-residential-neighborhoods,22717415,4 الشهر منذ
01.12.2024,طائرات حربية تقصف أحياء مدينة إدلب,https://syria.liveuamap.com/ar/2024/2-december-07-warplanes-bomb-idlib-city-neighborhoods,22717374,4 الشهر منذ
01.12.2024,طائرات حربية تابعة للنظام السوري تشن غارة على أحياء سكنية في مدينة إدلب  ردع_العدوان,https://syria.liveuamap.com/ar/2024/2-december-07-warplanes-launch-raid-on-residential-neighborhoods,22717376,4 الشهر منذ
01.12.2024,غرفة عمليات فجر الحرية تعلن سيطرتها على قرية الحسامية في ريف حلب الشمالي والاستيلاء على مدفع 57 بعد اشتباكات مع قسد ونظام الأسد,https://syria.liveuamap.com/ar/2024/2-december-06-fajr-alhurriya-operations-room-announces-its,22717356,4 الشهر منذ
01.12.2024,قوات الجبهة الشامية في الجيش الوطني تسيطر على منطقة سد_الشهباء وقرية فافين بريف حلب الشمالي، ضمن عملية فجر الحرية.  فجر_الحرية داماس_بوست,https://syria.liveuamap.com/ar/2024/2-december-06-the-levant-front-forces-in-the-national-army,22717348,4 الشهر منذ
01.12.2024,غرفة عمليات فجر_الحرية تعلن تحرير قرى ام_حوش و الوحشية بعد اشتباكات عنيفة مع ميليشيات قسد ونظام الأسد.   فجر_الحرية داماس_بوست,https://syria.liveuamap.com/ar/2024/2-december-06-fajralhurriya-operations-room-announces-the,22717349,4 الشهر منذ
01.12.2024,"قال قائد قوات سوريا الديمقراطية مظلوم عبدي إن القوات التي يقودها الأكراد ""تنسق مع جميع الأطراف ذات الصلة في سوريا"" لإجلاء سكان تل رفعت والشهباء بأمان إلى شمال سوريا بعد أن أدت هجمات المسلحين المدعومين من تركيا إلى تعطيل ممر قوات سوريا الديمقراطية - بيان",https://syria.liveuamap.com/ar/2024/2-december-05-sdf-leader-mazloum-abdi-says-the-kurdishled,22717358,4 الشهر منذ
01.12.2024,الأن 01:07 AM   غارة ثالثة مع رشقة رشاش من الطيران تستهدف موقعاً لــ ميليـشيا الحرس الثوري الإيراني في الميادين.  لازال الطيران في السماء,https://syria.liveuamap.com/ar/2024/1-december-22-now-0107-am-a-third-raid-with-a-machine-gun,22717343,4 الشهر منذ
01.12.2024,"وسائل الإعلام الرسمية الإيرانية: ""وزير الخارجية الإيراني عراقجي يصل إلى أنقرة لإجراء محادثات حول العلاقات الثنائية والتطورات الإقليمية، وخاصة الوضع الجاري في سوريا"".",https://syria.liveuamap.com/ar/2024/1-december-21-irans-state-media-iran-fm-araghchi-arrives,22717328,4 الشهر منذ
01.12.2024,وزير الخارجية العراقي لنظيره الإماراتي: نؤكد أهمية التعاون الإقليمي لمواجهة التحديات المشتركة,https://iraq.liveuamap.com/ar/2024/1-december-21-iraqi-foreign-minister-to-uae-counterpart-we,22717325,4 الشهر منذ
01.12.2024,الأن في مدينة الميادين شرقي دير الزور، طيران التحالف الدولي يستهدف بغارتين مواقع لــ ميليـشيا الحرس الثوري الإيراني في المدينة، مع رشقات من رشاشات الطيران كذلك استهدفت عناصر الميليشيات,https://syria.liveuamap.com/ar/2024/1-december-21-now-in-the-city-of-almayadeen-east-of-deir,22717339,4 الشهر منذ
01.12.2024,طائرات حربية روسية تنفذ غارات على منطقة خان شيخون شمال حماة,https://syria.liveuamap.com/ar/2024/1-december-21-russian-warplanes-is-carrying-raids-in-khan,22717326,4 الشهر منذ
01.12.2024,تجمع المتظاهرون المناهضون للأسد في مدينة السويداء الدرزية للتعبير عن تضامنهم مع أهل حلب الذين يتعرضون مرة أخرى للقصف من قبل الحكومة.,https://syria.liveuamap.com/ar/2024/1-december-21-antiassad-protesters-in-the-druze-city-of-suwayda,22717323,4 الشهر منذ
01.12.2024,الخارجية الأميركية: الوزير بلينكن تحدث مع وزير الخارجية التركي لمناقشة الوضع في سوريا,https://syria.liveuamap.com/ar/2024/1-december-21-us-state-department-secretary-blinken-spoke,22717316,4 الشهر منذ
01.12.2024,طائرات حربية تشن غارات على كفرنبل,https://syria.liveuamap.com/ar/2024/1-december-21-warplanes-launched-airstrikes-in-kafr-nabl,22717318,4 الشهر منذ
01.12.2024,/ نورث_برسمراسل نورث برس: ثلاث غارات جوية يعتقد أنها للتحالف الدولي تستهدف منطقة البوكمال على الحدود السورية- العراقية,https://syria.liveuamap.com/ar/2024/1-december-21-three-airstrikes-believed-to-be-by-the-international,22717314,4 الشهر منذ
01.12.2024,وزير الخارجية العراقي: أجريت اتصالا هاتفيا مع وزير الخارجية المصري لبحث تطورات الأوضاع في شمال غربي سوريا,https://syria.liveuamap.com/ar/2024/1-december-20-iraqi-foreign-minister-i-had-a-phone-call-with,22717313,4 الشهر منذ
01.12.2024,ارتفعت حصيلة ضحايا الغارات الجوية لنظام الأسد التي استهدفت أحياء القصور والخمارة والحارة الشمالية في مدينة إدلب عصراليوم الأحد 1كانون الأول، إلى 16 مدنياً بينهم 8 أطفال و3 نساء، أغلبهم من عائلة واحدة بمجزرة في حي الحارة الشمالية، وأصيب  59 آخرون بينهم 21 طفلاً و 19 امرأة، مع…,https://syria.liveuamap.com/ar/2024/1-december-20-the-death-toll-from-the-airstrikes-that-targeted,22717307,4 الشهر منذ
01.12.2024,آلاف من مقاتلي الحشد الشعبي من العراق يتدفقون عبر الحدود عند البوكمال لتعزيز قوات الجيش العربي السوري,https://syria.liveuamap.com/ar/2024/1-december-20-thousands-of-hashd-ash-shaabi-fighters-from,22717315,4 الشهر منذ
01.12.2024,الجيش التركي ينفذ قصفاً مدفعياً على قرية عرب حسن الخاضعة لسيطرة قوات سوريا الديمقراطية في ريف منبج الشمالي,https://syria.liveuamap.com/ar/2024/1-december-20-the-turkish-military-is-carrying-out-artillery,22717305,4 الشهر منذ
01.12.2024,المعارضة_السورية في بلدة المسيفرة بريف درعا جنوب سوريا تقتحم ناحية البلدة وتسيطر على الموقع مع اغتنام جميع الأسلحة دون اي أطلاق نار والإبقاء على العناصر بداخل الناحية لحد,https://syria.liveuamap.com/ar/2024/1-december-19-the-syrian-opposition-in-the-town-of-almusayfirah,22717296,4 الشهر منذ
01.12.2024,مراسل التلفزيون العربي: طائرات النظام السوري تشن غارات على مدينة معرة النعمان جنوبي إدلبردع_العدوان سوريا,https://syria.liveuamap.com/ar/2024/1-december-19-warplane-launch-raids-on-maarat-alnuman-city,22717266,4 الشهر منذ
01.12.2024,معامل الدفاع في السفيرة (جنوب شرق حلب) التي كانت تنتج البراميل المتفجرة سقطت في أيدي الثوار,https://syria.liveuamap.com/ar/2024/1-december-19-safira-defense-factories-se-aleppo-where-the,22717272,4 الشهر منذ
01.12.2024,الجـ.ـيش الوطـ.ـني يسيطر على قرى زرعليتا ومياسة على محور نبل الزهراء ضمن معركة فـ.ـجر الحـ.ـرية,https://syria.liveuamap.com/ar/2024/1-december-19-rebels-have-taken-control-of-the-villages-of,22717252,4 الشهر منذ
02.12.2024,مندوب واشنطن بمجلس الأمن : نظام سوريا شن بدعم من روسيا هجمات على مستشفيات ومدارس في إدلب وحلب,https://syria.liveuamap.com/ar/2024/3-december-21-washingtons-representative-to-the-security,22718149,4 الشهر منذ
02.12.2024,معارك طاحنة بين مقاتلي إدارة العمليات العسكرية وقوات الأسد على أطراف بلدة قمحانة شمال مدينة حماة,https://syria.liveuamap.com/ar/2024/3-december-21-fierce-battles-between-the-fighters-of-the,22718147,4 الشهر منذ
02.12.2024,"المبعوث الأممي إلى سوريا ""بيدرسن"": وصلتنا تقارير عن استمرار تقديم الخدمات في حلب بعد سيطرة الفصائل العسكرية. داماس_بوست",https://syria.liveuamap.com/ar/2024/3-december-21-un-envoy-to-syria-geir-o-pedersen-we-received,22718146,4 الشهر منذ
